gt_id,scene,sar_frame,gt_box_or_polygon_available,sar_valid_mask_available,valid_mask_source,image_available,full_inside_sar_valid_mask,mask_overlap_ratio,near_mask_boundary,gt_area_px,pool_type,valid_for_sar_morphology_reference,valid_for_optical_sar_correspondence,recommended_use,not_allowed_use,reason,sar_pseudocolor_path
97,GM_RM017,310,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10494.65,dropout_special,true,false,temporal continuation/existence support special pool,clean paired morphology,dropout/no-match rows are not clean morphology,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000310.png
98,GM_RM017,310,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11193.994,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000310.png
99,GM_RM017,315,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10109.478,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000315.png
100,GM_RM017,315,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10253.25,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000315.png
101,GM_RM017,317,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10283.695,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000317.png
102,GM_RM017,317,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11247.113,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000317.png
103,GM_RM017,319,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10996.122,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000319.png
104,GM_RM017,319,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11162.654,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000319.png
105,GM_RM017,321,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11504.514,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000321.png
106,GM_RM017,321,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9772.327,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000321.png
107,GM_RM017,323,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11703.348,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000323.png
108,GM_RM017,323,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11084.944,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000323.png
109,GM_RM017,325,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9941.269,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000325.png
110,GM_RM017,325,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13578.534,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000325.png
111,GM_RM017,327,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10595.127,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000327.png
112,GM_RM017,327,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11910.505,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000327.png
113,GM_RM017,329,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10224.909,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000329.png
114,GM_RM017,329,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13114.591,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000329.png
115,GM_RM017,330,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10855.816,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000330.png
116,GM_RM017,330,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13056.295,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000330.png
117,GM_RM017,331,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12409.186,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000331.png
118,GM_RM017,331,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10831.266,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000331.png
119,GM_RM017,332,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10533.416,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000332.png
120,GM_RM017,332,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10529.118,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000332.png
121,GM_RM017,333,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13472.911,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000333.png
122,GM_RM017,333,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10749.955,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000333.png
123,GM_RM017,334,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10504.637,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000334.png
124,GM_RM017,334,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10190.342,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000334.png
125,GM_RM017,335,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11388.616,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000335.png
126,GM_RM017,335,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12940.793,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000335.png
127,GM_RM017,335,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10006.053,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000335.png
128,GM_RM017,336,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12225.677,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000336.png
129,GM_RM017,336,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12596.941,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000336.png
130,GM_RM017,336,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10396.837,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000336.png
334,GM_RM017,337,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12645.971,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000337.png
335,GM_RM017,337,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11404.346,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000337.png
135,GM_RM017,337,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10661.613,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000337.png
131,GM_RM017,338,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11086.248,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000338.png
132,GM_RM017,338,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9333.137,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000338.png
133,GM_RM017,338,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11724.974,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000338.png
134,GM_RM017,339,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10742.938,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000339.png
136,GM_RM017,339,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12499.128,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000339.png
137,GM_RM017,339,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11779.502,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000339.png
138,GM_RM017,340,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12819.145,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000340.png
139,GM_RM017,340,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9467.747,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000340.png
140,GM_RM017,340,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,9874.535,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000340.png
141,GM_RM017,341,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11636.44,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000341.png
142,GM_RM017,341,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12893.835,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000341.png
143,GM_RM017,341,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10627.591,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000341.png
144,GM_RM017,342,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10388.785,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000342.png
145,GM_RM017,342,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11637.475,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000342.png
146,GM_RM017,342,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10351.514,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000342.png
147,GM_RM017,343,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12997.122,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png
148,GM_RM017,343,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12444.559,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png
149,GM_RM017,343,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11289.244,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png
150,GM_RM017,344,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10851.016,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png
151,GM_RM017,344,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11926.931,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png
152,GM_RM017,344,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10549.664,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png
153,GM_RM017,345,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11736.534,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png
154,GM_RM017,345,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13287.918,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png
155,GM_RM017,345,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12121.021,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png
156,GM_RM017,346,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11970.194,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png
157,GM_RM017,346,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12823.507,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png
158,GM_RM017,346,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10982.582,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png
159,GM_RM017,347,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12728.626,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png
160,GM_RM017,347,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10986.412,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png
161,GM_RM017,347,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11800.695,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png
162,GM_RM017,348,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12344,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png
163,GM_RM017,348,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10649.2,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png
164,GM_RM017,348,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10694.469,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png
165,GM_RM017,349,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13285.018,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png
166,GM_RM017,349,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12193.663,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png
167,GM_RM017,349,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13085.105,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png
168,GM_RM017,350,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12940.519,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000350.png
169,GM_RM017,350,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13436.641,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000350.png
170,GM_RM017,350,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12884.779,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000350.png
171,GM_RM017,351,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11410.482,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000351.png
172,GM_RM017,351,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10447.947,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000351.png
173,GM_RM017,351,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13083.892,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000351.png
174,GM_RM017,352,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11766.678,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000352.png
175,GM_RM017,352,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13136.733,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000352.png
176,GM_RM017,352,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12383.175,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000352.png
177,GM_RM017,353,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11878.117,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000353.png
178,GM_RM017,353,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11932.612,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000353.png
179,GM_RM017,353,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12379.227,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000353.png
180,GM_RM017,354,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11420.408,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000354.png
181,GM_RM017,354,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11546.076,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000354.png
182,GM_RM017,354,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10654.635,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000354.png
183,GM_RM017,355,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11619.539,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000355.png
184,GM_RM017,355,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12417.569,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000355.png
185,GM_RM017,355,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11016.843,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000355.png
186,GM_RM017,356,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11906.899,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000356.png
187,GM_RM017,356,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10317.489,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000356.png
188,GM_RM017,356,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13301.12,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000356.png
189,GM_RM017,357,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,11644.218,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000357.png
190,GM_RM017,357,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,10587.916,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000357.png
191,GM_RM017,357,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,13009.52,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000357.png
192,GM_RM017,358,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12329.672,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000358.png
193,GM_RM017,358,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12244.802,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000358.png
194,GM_RM017,358,true,true,fallback_fan_valid_region_no_external_mask_file_found,true,true,1,false,12315.731,paired_215,true,true,paired optical-SAR mechanism reference,identity truth or final annotation,paired object stream exists but GT relation remains posthoc,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000358.png
