case_id,proxy_name,proxy_available,proxy_value_or_label,evidence_summary,vehicle_shell_supported,main_failure_reason,manual_review_needed,notes
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=10,strip/shell component plus endpoint/corner atom proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=24; components=26; spread=213x93,multiple support-wide atoms/components span a body-like extent,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=59.891; area=1993,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o186_s388_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=61.249,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=22,22 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=7,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.534,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=6.0599,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=7,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=22; components=27; spread=197x89,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=61.249; area=2105,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s389_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=8,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=58.198,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=21,21 support-wide p97 atoms,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=7,atoms within fixed 15% support-edge band,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.7767,secondary component is smaller than dominant component; physical far-side not asserted,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=11.2784,support-wide atoms are elongated under fixed PCA proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=7,strip/shell component plus endpoint/corner atom proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=21; components=26; spread=213x93,multiple support-wide atoms/components span a body-like extent,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=58.198; area=1787,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o187_s390_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=58.708,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=26,26 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=8,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.4932,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=13.3982,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=8,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=26; components=39; spread=219x112,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=58.708; area=1920,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s391_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=64.144,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=23,23 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=8,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.5742,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=13.1904,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=8,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=23; components=26; spread=212x94,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=64.144; area=1942,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o188_s392_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=8,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=66.024,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=20,20 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=5,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.4615,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=10.1079,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=5,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=20; components=22; spread=204x91,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=66.024; area=2171,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s393_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=8,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=66.451,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,facing_side_hotspot_proxy,yes,atoms=22,22 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,endpoint_or_corner_reflector_proxy,yes,edge_atoms=9,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,far_side_weak_return_proxy,yes,secondary_ratio=0.6774,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,discontinuous_aligned_edges_proxy,yes,alignment_ratio=11.3297,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=9,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,multi_peak_enclosed_shell_proxy,yes,atoms=22; components=25; spread=218x94,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,range_spread_with_core_proxy,yes,range_extent=66.451; area=1919,range spread with non-trivial core component,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o189_s394_oty1t_obj_GM_RM017_bytetrack_bt_0010,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=8,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=25.895,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,facing_side_hotspot_proxy,yes,atoms=44,44 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,endpoint_or_corner_reflector_proxy,yes,edge_atoms=25,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,far_side_weak_return_proxy,yes,secondary_ratio=0.5565,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.491,support-wide atoms are elongated under fixed PCA proxy,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=25,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,multi_peak_enclosed_shell_proxy,yes,atoms=44; components=74; spread=204x189,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,range_spread_with_core_proxy,yes,range_extent=25.895; area=460,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s352_oty1t_obj_GM_RM017_bytetrack_bt_0012,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=37.146,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,facing_side_hotspot_proxy,yes,atoms=51,51 support-wide p97 atoms,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,endpoint_or_corner_reflector_proxy,yes,edge_atoms=26,atoms within fixed 15% support-edge band,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,far_side_weak_return_proxy,yes,secondary_ratio=0.9809,secondary component is smaller than dominant component; physical far-side not asserted,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,discontinuous_aligned_edges_proxy,yes,alignment_ratio=2.5208,support-wide atoms are elongated under fixed PCA proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=26,strip/shell component plus endpoint/corner atom proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,multi_peak_enclosed_shell_proxy,yes,atoms=51; components=71; spread=194x168,multiple support-wide atoms/components span a body-like extent,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,range_spread_with_core_proxy,yes,range_extent=37.146; area=577,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o169_s353_oty1t_obj_GM_RM017_bytetrack_bt_0012,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=6,aggregate of fixed support-wide shell/body proxies,uncertain,insufficient support-wide proxy agreement,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=52.596,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,facing_side_hotspot_proxy,yes,atoms=44,44 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,endpoint_or_corner_reflector_proxy,yes,edge_atoms=22,atoms within fixed 15% support-edge band,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,far_side_weak_return_proxy,yes,secondary_ratio=0.6319,secondary component is smaller than dominant component; physical far-side not asserted,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,discontinuous_aligned_edges_proxy,yes,alignment_ratio=3.5012,support-wide atoms are elongated under fixed PCA proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=22,strip/shell component plus endpoint/corner atom proxy,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,multi_peak_enclosed_shell_proxy,yes,atoms=44; components=62; spread=217x184,multiple support-wide atoms/components span a body-like extent,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,range_spread_with_core_proxy,yes,range_extent=52.596; area=720,range spread with non-trivial core component,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s356_oty1t_obj_GM_RM017_bytetrack_bt_0012,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=7,aggregate of fixed support-wide shell/body proxies,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,dominant_side_ridge_proxy,yes,strip_like,dominant_shape=strip_like; range_extent=67.813,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,facing_side_hotspot_proxy,yes,atoms=39,39 support-wide p97 atoms,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,endpoint_or_corner_reflector_proxy,yes,edge_atoms=21,atoms within fixed 15% support-edge band,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,far_side_weak_return_proxy,yes,secondary_ratio=0.5272,secondary component is smaller than dominant component; physical far-side not asserted,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,discontinuous_aligned_edges_proxy,yes,alignment_ratio=3.1486,support-wide atoms are elongated under fixed PCA proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,strip_plus_corner_composition_proxy,yes,shape=strip_like; edge_atoms=21,strip/shell component plus endpoint/corner atom proxy,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,multi_peak_enclosed_shell_proxy,yes,atoms=39; components=71; spread=218x179,multiple support-wide atoms/components span a body-like extent,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,block_like_vehicle_body_proxy,yes,strip_like,dominant component is block_like under fixed fill-ratio heuristic,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,range_spread_with_core_proxy,yes,range_extent=67.813; area=882,range spread with non-trivial core component,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o171_s357_oty1t_obj_GM_RM017_bytetrack_bt_0012,support_wide_vehicle_shell_proxy,yes,supportive_proxy_count=8,aggregate of fixed support-wide shell/body proxies,yes,,no,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0012,dominant_side_ridge_proxy,yes,block_like,dominant_shape=block_like; range_extent=36.005,no,proxy condition not met under fixed diagnostic rule,yes,Posthoc support-wide morphology proxy only; not a selector feature.
PAIR_GM_RM017_o172_s358_oty1t_obj_GM_RM017_bytetrack_bt_0012,facing_side_hotspot_proxy,yes,atoms=41,41 support-wide p97 atoms,yes,,yes,Posthoc support-wide morphology proxy only; not a selector feature.
