source_r1_family_id,boundary_family_id,sar_frame,source_response_unit_id,target_response_unit_id,bbox_iou,center_distance_px,core_overlap_ratio,core_subset_relation,accepted_graph_link_present,pair_relation,boundary_pair_valid,invalid_reason,old_r1_same_family,new_same_boundary_family
R21R1F00035;R21R1F00037,,39,R21B00049,R21B00051,0,89.498603,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00035;R21R1F00038,,39,R21B00049,R21B00052,0,97.718985,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00035,,39,R21B00049,R21B00053,0,151.083586,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00035,,39,R21B00049,R21B00054,0,135.640149,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00035;R21R1F00036,,39,R21B00049,R21B00055,0,99.724621,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00036;R21R1F00037,,39,R21B00050,R21B00051,0,30.594117,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00036;R21R1F00038,,39,R21B00050,R21B00052,0,45.398238,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00036,,39,R21B00050,R21B00053,0.027027,45.024993,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00034;R21R1F00036,,39,R21B00050,R21B00054,0.02027,27.041635,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00036,R21R11BF00037,39,R21B00050,R21B00055,0.25,18.248288,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00037;R21R1F00038,,39,R21B00051,R21B00052,0,53.075418,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00037,,39,R21B00051,R21B00053,0,75.134879,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00034;R21R1F00037,,39,R21B00051,R21B00054,0.033784,57.177356,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00036;R21R1F00037,,39,R21B00051,R21B00055,0.416667,12.369317,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00034;R21R1F00038,,39,R21B00052,R21B00053,0.03003,58.423026,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034;R21R1F00038,,39,R21B00052,R21B00054,0.022523,48.303727,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00036;R21R1F00038,,39,R21B00052,R21B00055,0,48.373546,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00034,R21R11BF00035,39,R21B00053,R21B00054,0.75,18,0.5,overlap,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00034;R21R1F00036,,39,R21B00053,R21B00055,0.033613,63.017855,0.5,overlap,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00034;R21R1F00036,,39,R21B00054,R21B00055,0.081081,45.024993,0.5,overlap,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00039;R21R1F00040,,40,R21B00056,R21B00057,0,131.123034,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00041,,40,R21B00056,R21B00058,0,72.001736,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00039;R21R1F00042,,40,R21B00056,R21B00059,0,72.747852,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00043,,40,R21B00056,R21B00060,0,64.600697,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039,R21R11BF00040,40,R21B00056,R21B00061,0.714286,18,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00040;R21R1F00041,,40,R21B00057,R21B00058,0,111.040533,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00040;R21R1F00042,,40,R21B00057,R21B00059,0,84.534017,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00040;R21R1F00043,,40,R21B00057,R21B00060,0,67.082039,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00040,,40,R21B00057,R21B00061,0,122.610155,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00041;R21R1F00042,,40,R21B00058,R21B00059,0,106.150836,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00041;R21R1F00043,,40,R21B00058,R21B00060,0,60.74537,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00041,,40,R21B00058,R21B00061,0.05425,54.002315,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00042;R21R1F00043,,40,R21B00059,R21B00060,0,49.658836,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00042,,40,R21B00059,R21B00061,0,76.369169,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00039;R21R1F00043,,40,R21B00060,R21B00061,0,55.616994,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00045,,52,R21B00063,R21B00064,0.017094,80.777472,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,true,false
R21R1F00045;R21R1F00046,,52,R21B00063,R21B00065,0,63.405441,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00045,R21R11BF00046,52,R21B00063,R21B00066,1,0,1,a_subset_b,true,exact_duplicate_boundary_variant,true,,true,true
R21R1F00045;R21R1F00046,,52,R21B00064,R21B00065,0,69.994643,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00045,,52,R21B00064,R21B00066,0.017094,80.777472,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,true,false
R21R1F00045;R21R1F00046,,52,R21B00065,R21B00066,0,63.405441,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00047;R21R1F00048,,60,R21B00067,R21B00068,0,39.115214,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00050,,77,R21B00069,R21B00070,0,81.498466,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00049;R21R1F00051,,77,R21B00069,R21B00071,0,44.598206,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00049;R21R1F00052,,77,R21B00069,R21B00072,0.016393,69.260378,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00053,,77,R21B00069,R21B00073,0,87.464278,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00054,,77,R21B00069,R21B00074,0,114.825955,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049,R21R11BF00051,77,R21B00069,R21B00075,0.217391,54,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00049,R21R11BF00051,77,R21B00069,R21B00076,0.555556,12,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00050;R21R1F00051,,77,R21B00070,R21B00071,0,66.068147,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00050;R21R1F00052,,77,R21B00070,R21B00072,0,96.046864,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00050;R21R1F00053,,77,R21B00070,R21B00073,0,131.590273,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00050;R21R1F00054,,77,R21B00070,R21B00074,0,124.310096,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00050,,77,R21B00070,R21B00075,0.517391,28.460499,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00049;R21R1F00050,,77,R21B00070,R21B00076,0,69.584481,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00051;R21R1F00052,,77,R21B00071,R21B00072,0,34.205263,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00051;R21R1F00053,,77,R21B00071,R21B00073,0,66.61081,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00051;R21R1F00054,,77,R21B00071,R21B00074,0,75.53807,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00051,,77,R21B00071,R21B00075,0.032609,40.804412,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00049;R21R1F00051,,77,R21B00071,R21B00076,0.083333,37.589892,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00052;R21R1F00053,,77,R21B00072,R21B00073,0,36.619667,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00052;R21R1F00054,,77,R21B00072,R21B00074,0,45.694639,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00052,,77,R21B00072,R21B00075,0.012552,73.790243,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00049;R21R1F00052,,77,R21B00072,R21B00076,0.030303,66.61081,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00053;R21R1F00054,,77,R21B00073,R21B00074,0,52.392748,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00053,,77,R21B00073,R21B00075,0,107.415083,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00053,,77,R21B00073,R21B00076,0,89.498603,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00054,,77,R21B00074,R21B00075,0,109.036691,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049;R21R1F00054,,77,R21B00074,R21B00076,0,111.323852,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00049,R21R11BF00051,77,R21B00075,R21B00076,0.391304,42,0.5,overlap,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00055;R21R1F00056,,78,R21B00077,R21B00078,0,58.249464,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00055;R21R1F00057,,78,R21B00077,R21B00079,0,125.175876,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00058,,78,R21B00077,R21B00080,0,113.088461,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00059,,78,R21B00077,R21B00081,0,61.773781,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00060,,78,R21B00077,R21B00082,0.01087,49.203658,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055,R21R11BF00057,78,R21B00077,R21B00083,0.758333,8.485281,1,a_subset_b,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00056;R21R1F00057,,78,R21B00078,R21B00079,0,69.065187,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00056;R21R1F00058,,78,R21B00078,R21B00080,0,72.249567,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00056;R21R1F00059,,78,R21B00078,R21B00081,0,116.846053,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00056;R21R1F00060,,78,R21B00078,R21B00082,0,18.973666,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00056,,78,R21B00078,R21B00083,0.05,49.929951,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00057;R21R1F00058,,78,R21B00079,R21B00080,0,47.434165,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00057;R21R1F00059,,78,R21B00079,R21B00081,0,185.539753,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00057;R21R1F00060,,78,R21B00079,R21B00082,0,76.485293,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00057,,78,R21B00079,R21B00083,0,116.691902,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00058;R21R1F00059,,78,R21B00080,R21B00081,0,174.542258,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00058;R21R1F00060,,78,R21B00080,R21B00082,0,67.082039,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00058,,78,R21B00080,R21B00083,0,105.342299,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00059;R21R1F00060,,78,R21B00081,R21B00082,0,110.6752,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00059,,78,R21B00081,R21B00083,0,69.971423,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00055;R21R1F00060,,78,R21B00082,R21B00083,0.016667,40.804412,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00062,,79,R21B00084,R21B00085,0,106.066017,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00063,,79,R21B00084,R21B00086,0,39.115214,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00061;R21R1F00064,,79,R21B00084,R21B00087,0,57.628118,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00061;R21R1F00065,,79,R21B00084,R21B00088,0.021978,29.546573,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00066,,79,R21B00084,R21B00089,0,82.377181,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061,R21R11BF00063,79,R21B00084,R21B00090,0.743802,6.708204,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00061;R21R1F00064,R21R11BF00063,79,R21B00084,R21B00091,0.459184,19.209373,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,false,true
R21R1F00062;R21R1F00063,,79,R21B00085,R21B00086,0,68.410526,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00062;R21R1F00064,,79,R21B00085,R21B00087,0,163.465593,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00062;R21R1F00065,,79,R21B00085,R21B00088,0,79.202273,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00062;R21R1F00066,,79,R21B00085,R21B00089,0,187.445992,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00062,,79,R21B00085,R21B00090,0,99.724621,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00062;R21R1F00064,,79,R21B00085,R21B00091,0,125.175876,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00063;R21R1F00064,,79,R21B00086,R21B00087,0,96.607453,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00063;R21R1F00065,,79,R21B00086,R21B00088,0,21.84033,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00063;R21R1F00066,,79,R21B00086,R21B00089,0,119.096599,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00063,,79,R21B00086,R21B00090,0.082645,32.449961,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00063;R21R1F00064,,79,R21B00086,R21B00091,0,58.249464,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00064;R21R1F00065,,79,R21B00087,R21B00088,0,84.958814,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00064;R21R1F00066,,79,R21B00087,R21B00089,0,33,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00064,,79,R21B00087,R21B00090,0,64.202804,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00064,,79,R21B00087,R21B00091,0.122449,38.418745,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,true,false
R21R1F00065;R21R1F00066,,79,R21B00088,R21B00089,0,111.646764,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00065,,79,R21B00088,R21B00090,0.024793,24.738634,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00064;R21R1F00065,,79,R21B00088,R21B00091,0.010152,47.434165,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00066,,79,R21B00089,R21B00090,0,88.232647,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00064;R21R1F00066,,79,R21B00089,R21B00091,0,64.412732,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00061;R21R1F00064,R21R11BF00063,79,R21B00090,R21B00091,0.396476,25.806976,0.5,overlap,true,shared_actual_core_boundary_variant,true,,false,true
R21R1F00067;R21R1F00068,,80,R21B00092,R21B00093,0,67.416615,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00069,,80,R21B00092,R21B00094,0,111.323852,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00070,,80,R21B00092,R21B00095,0,79.711982,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00071,,80,R21B00092,R21B00096,0,55.803226,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00072,,80,R21B00092,R21B00097,0,117.652029,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067,R21R11BF00069,80,R21B00092,R21B00098,0.277778,39,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
R21R1F00067,R21R11BF00069,80,R21B00092,R21B00099,0.217391,54,1,a_subset_b,false,shared_actual_core_boundary_variant,true,,true,true
R21R1F00068;R21R1F00069,,80,R21B00093,R21B00094,0,68.014704,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00068;R21R1F00070,,80,R21B00093,R21B00095,0,62.425956,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00068;R21R1F00071,,80,R21B00093,R21B00096,0.037736,36.619667,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00068;R21R1F00072,,80,R21B00093,R21B00097,0,90.249654,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00068,,80,R21B00093,R21B00098,0.277778,33.941125,1,a_subset_b,true,shared_actual_core_boundary_variant,false,,false,false
R21R1F00067;R21R1F00068,,80,R21B00093,R21B00099,0.217391,25.632011,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00069;R21R1F00070,,80,R21B00094,R21B00095,0,130.24976,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00069;R21R1F00071,,80,R21B00094,R21B00096,0,103.966341,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00069;R21R1F00072,,80,R21B00094,R21B00097,0,154.28869,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00069,,80,R21B00094,R21B00098,0,74.094534,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00069,,80,R21B00094,R21B00099,0.119565,60.373835,1,a_subset_b,false,shared_actual_core_boundary_variant,false,,false,false
R21R1F00070;R21R1F00071,,80,R21B00095,R21B00096,0,30.594117,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00070;R21R1F00072,,80,R21B00095,R21B00097,0,37.947332,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00070,,80,R21B00095,R21B00098,0,75.953933,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00070,,80,R21B00095,R21B00099,0,79.711982,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00071;R21R1F00072,,80,R21B00096,R21B00097,0,66.272166,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00071,,80,R21B00096,R21B00098,0.027778,45.398238,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00071,,80,R21B00096,R21B00099,0.021739,49.658836,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00067;R21R1F00072,,80,R21B00097,R21B00098,0,111,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067;R21R1F00072,,80,R21B00097,R21B00099,0,112.008928,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00067,R21R11BF00069,80,R21B00098,R21B00099,0.782609,15,0.5,overlap,true,high_overlap_shared_core_boundary_variant,true,,true,true
R21R1F00073;R21R1F00074,,81,R21B00100,R21B00101,0,106.150836,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00073;R21R1F00075,,81,R21B00100,R21B00102,0,57.628118,0,none,true,accepted_graph_link_only_not_boundary_variant,false,accepted graph link 只能进入 same-object candidate edge，不能作为边界变体族证据,false,false
R21R1F00073;R21R1F00076,,81,R21B00100,R21B00103,0.028037,40.360872,0,none,false,zero_core_overlap_not_boundary_variant,false,核心原子零重叠，不是同一局部响应核心的边界变体,false,false
R21R1F00073,R21R11BF00075,81,R21B00100,R21B00104,0.47619,19.209373,1,a_subset_b,true,shared_actual_core_boundary_variant,true,,true,true
