raw_review_id,blind_frame_id,blind_family_id,family_id,raw_strongest_response_position_cn,raw_visible_component_count,raw_shape_and_orientation_cn,raw_internal_blank_cn,raw_neighbor_response_cn,raw_bbox_boundary_adequacy_cn,raw_vehicle_response_support,raw_background_support,raw_unresolved,raw_decisive_reason_cn,raw_alternative_explanation_cn,raw_confidence,raw_png
R21RAW0037,R21_BLIND_FRAME_271,R21_BLIND_FAMILY_037,R21F00037,框内上沿亮线、下中亮柱和右侧竖线同时可见，形成局部结构,4,有横向主体和端部/侧边的弱配对关系，形态接近局部车辆响应,主体附近有暗缝但亮点间存在弱连接，不是完全空框,邻近背景仍存在，不过框内多个亮点的相对位置更像同一局部响应,框边界覆盖主体亮点和弱端部，仍有少量不确定外延,true,false,false,R21F00037在271帧倾向于车辆响应支持：框内上沿亮线、下中亮柱和右侧竖线同时可见，形成局部结构；可见组件数4；框边界覆盖主体亮点和弱端部，仍有少量不确定外延。,R21F00037的替代解释：替代解释是背景线叠加强散点；但多点相对位置比单一弧线更集中。这一判断只使用raw灰度和白色候选框。,0.66,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0038,R21_BLIND_FRAME_272,R21_BLIND_FAMILY_038,R21F00038,框内长水平线最稳定，底部亮点与右侧竖线没有完全闭合,2-3,局部端点或侧边样回波可见，但只覆盖车辆的一小段,局部回波之间仍有暗缝，支持部件多于完整车体,邻近横线和竖线会干扰判断，但框内局部亮点相对集中,框边界适合局部部件，但不能作为完整车辆响应框,true,false,false,R21F00038在272帧记录为车辆响应支持：框内长水平线最稳定，底部亮点与右侧竖线没有完全闭合；可见组件数2-3；框边界适合局部部件，但不能作为完整车辆响应框。,R21F00038的替代解释：替代解释是车辆局部部件与附近背景线重叠，尚不足以闭合整车。这一判断只使用raw灰度和白色候选框。,0.61,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0039,R21_BLIND_FRAME_273,R21_BLIND_FAMILY_039,R21F00039,框内上沿短横线、右侧竖线和底部小亮块分区明显,3,有横向主体和端部/侧边的弱配对关系，形态接近局部车辆响应,主体附近有暗缝但亮点间存在弱连接，不是完全空框,邻近背景仍存在，不过框内多个亮点的相对位置更像同一局部响应,框边界覆盖主体亮点和弱端部，仍有少量不确定外延,true,false,false,R21F00039在273帧归入车辆响应支持：框内上沿短横线、右侧竖线和底部小亮块分区明显；可见组件数3；框边界覆盖主体亮点和弱端部，仍有少量不确定外延。,R21F00039的替代解释：替代解释是背景线叠加强散点；但多点相对位置比单一弧线更集中。这一判断只使用raw灰度和白色候选框。,0.65,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0040,R21_BLIND_FRAME_273,R21_BLIND_FAMILY_040,R21F00040,框内上沿短横线、右侧竖线和底部小亮块分区明显,1-2,短条或小块状，主方向接近水平，尺度不足以支持完整车体,框内暗区占比高，亮点之间没有连续内部纹理,邻域还有相近散斑，替代解释是孤立热点或短边缘纹理,框边界偏紧，只覆盖短亮点，无法说明完整外延,false,true,false,R21F00040在273帧保留为背景支持：框内上沿短横线、右侧竖线和底部小亮块分区明显；可见组件数1-2；框边界偏紧，只覆盖短亮点，无法说明完整外延。,R21F00040的替代解释：更强的替代解释是短金属边缘、孤立热点或噪声峰。这一判断只使用raw灰度和白色候选框。,0.55,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0041,R21_BLIND_FRAME_276,R21_BLIND_FAMILY_041,R21F00041,框内上沿长亮线贯穿，底部竖线较弱且分离,4+,线状或弧状响应占主导，方向随场景弧线延伸,线状亮带两侧空白明显，主体区域没有块状填实,邻近背景弧线连续性强，是最主要的替代结构,框边界沿线状背景展开，过宽地接收了弧线连续段,false,true,false,R21F00041在276帧判为背景支持：框内上沿长亮线贯穿，底部竖线较弱且分离；可见组件数4+；框边界沿线状背景展开，过宽地接收了弧线连续段。,R21F00041的替代解释：替代解释是场景中的连续弧线或长侧线穿过候选框。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0042,R21_BLIND_FRAME_278,R21_BLIND_FAMILY_042,R21F00042,框内上沿水平亮线占主导，下部只有弱竖向回波,4+,线状或弧状响应占主导，方向随场景弧线延伸,线状亮带两侧空白明显，主体区域没有块状填实,邻近背景弧线连续性强，是最主要的替代结构,框边界沿线状背景展开，过宽地接收了弧线连续段,false,true,false,R21F00042在278帧倾向于背景支持：框内上沿水平亮线占主导，下部只有弱竖向回波；可见组件数4+；框边界沿线状背景展开，过宽地接收了弧线连续段。,R21F00042的替代解释：替代解释是场景中的连续弧线或长侧线穿过候选框。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0043,R21_BLIND_FRAME_279,R21_BLIND_FAMILY_043,R21F00043,框内左上横线很强，右侧短亮点脱离主要结构,3,线状或弧状响应占主导，方向随场景弧线延伸,线状亮带两侧空白明显，主体区域没有块状填实,邻近背景弧线连续性强，是最主要的替代结构,框边界沿线状背景展开，过宽地接收了弧线连续段,false,true,false,R21F00043在279帧记录为背景支持：框内左上横线很强，右侧短亮点脱离主要结构；可见组件数3；框边界沿线状背景展开，过宽地接收了弧线连续段。,R21F00043的替代解释：替代解释是场景中的连续弧线或长侧线穿过候选框。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0044,R21_BLIND_FRAME_280,R21_BLIND_FAMILY_044,R21F00044,框内上沿长线连续，下部亮点少且边界不清,2-3,线状或弧状响应占主导，方向随场景弧线延伸,线状亮带两侧空白明显，主体区域没有块状填实,邻近背景弧线连续性强，是最主要的替代结构,框边界沿线状背景展开，过宽地接收了弧线连续段,false,true,false,R21F00044在280帧归入背景支持：框内上沿长线连续，下部亮点少且边界不清；可见组件数2-3；框边界沿线状背景展开，过宽地接收了弧线连续段。,R21F00044的替代解释：替代解释是场景中的连续弧线或长侧线穿过候选框。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0045,R21_BLIND_FRAME_281,R21_BLIND_FAMILY_045,R21F00045,框内上沿强线和右侧小亮点同时存在，下部弱块偏离中心,3,局部端点或侧边样回波可见，但只覆盖车辆的一小段,局部回波之间仍有暗缝，支持部件多于完整车体,邻近横线和竖线会干扰判断，但框内局部亮点相对集中,框边界适合局部部件，但不能作为完整车辆响应框,true,false,false,R21F00045在281帧保留为车辆响应支持：框内上沿强线和右侧小亮点同时存在，下部弱块偏离中心；可见组件数3；框边界适合局部部件，但不能作为完整车辆响应框。,R21F00045的替代解释：替代解释是车辆局部部件与附近背景线重叠，尚不足以闭合整车。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0046,R21_BLIND_FRAME_284,R21_BLIND_FAMILY_046,R21F00046,框内上沿长线最强，中央区域较空，右端小亮点孤立,2-3,线状或弧状响应占主导，方向随场景弧线延伸,线状亮带两侧空白明显，主体区域没有块状填实,邻近背景弧线连续性强，是最主要的替代结构,框边界沿线状背景展开，过宽地接收了弧线连续段,false,true,false,R21F00046在284帧判为背景支持：框内上沿长线最强，中央区域较空，右端小亮点孤立；可见组件数2-3；框边界沿线状背景展开，过宽地接收了弧线连续段。,R21F00046的替代解释：替代解释是场景中的连续弧线或长侧线穿过候选框。这一判断只使用raw灰度和白色候选框。,0.58,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0047,R21_BLIND_FRAME_288,R21_BLIND_FAMILY_047,R21F00047,框内上沿弧线和下部弱点分离，左下黑区压到框边,4,多点散布呈宽矩形趋势，但亮点之间间隔较大,候选框中部有明显暗带，多个亮斑之间缺少填充,同帧附近存在弧线和竖向拖影，可能把背景局部包进框内,框边界偏宽，包含不少未解释暗区和邻近弱纹理,false,false,true,R21F00047在288帧倾向于未决：框内上沿弧线和下部弱点分离，左下黑区压到框边；可见组件数4；框边界偏宽，包含不少未解释暗区和邻近弱纹理。,R21F00047的替代解释：替代解释是多个背景散斑被同一宽框收集，而非同一车体。这一判断只使用raw灰度和白色候选框。,0.43,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0048,R21_BLIND_FRAME_289,R21_BLIND_FAMILY_048,R21F00048,框内上沿长侧线清楚，右侧小亮点孤立，下部仅有弱散点,3-4,多点散布呈宽矩形趋势，但亮点之间间隔较大,候选框中部有明显暗带，多个亮斑之间缺少填充,同帧附近存在弧线和竖向拖影，可能把背景局部包进框内,框边界偏宽，包含不少未解释暗区和邻近弱纹理,false,false,true,R21F00048在289帧记录为未决：框内上沿长侧线清楚，右侧小亮点孤立，下部仅有弱散点；可见组件数3-4；框边界偏宽，包含不少未解释暗区和邻近弱纹理。,R21F00048的替代解释：替代解释是多个背景散斑被同一宽框收集，而非同一车体。这一判断只使用raw灰度和白色候选框。,0.43,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_003.png
R21RAW0049,R21_BLIND_FRAME_290,R21_BLIND_FAMILY_049,R21F00049,框内长侧线横跨上半部，下部只有零散暗弱回波,3,多点散布呈宽矩形趋势，但亮点之间间隔较大,候选框中部有明显暗带，多个亮斑之间缺少填充,同帧附近存在弧线和竖向拖影，可能把背景局部包进框内,框边界偏宽，包含不少未解释暗区和邻近弱纹理,false,false,true,R21F00049在290帧归入未决：框内长侧线横跨上半部，下部只有零散暗弱回波；可见组件数3；框边界偏宽，包含不少未解释暗区和邻近弱纹理。,R21F00049的替代解释：替代解释是多个背景散斑被同一宽框收集，而非同一车体。这一判断只使用raw灰度和白色候选框。,0.43,outputs/wgv3_6a_a1_8a_r2_1_20260711/blind_raw_family_sheet_004.png
