transition_id,sar_frame,response_track_id,previous_evidence_state,current_evidence_state,highest_evidence_state_reached,support_observation_count,support_unique_frame_count,current_consecutive_support_frames,current_missing_frames,transition_reason
TRANS_D1_R1_000386_RT_D1_R1_0012_025,386,RT_D1_R1_0012,reappearance_provisionally_supported,reappeared_supported,same_motion_supported,25,25,3,0,confirmed_reappearance_after_consecutive_support
TRANS_D1_R1_000387_RT_D1_R1_0001_014,387,RT_D1_R1_0001,reappeared_supported,same_motion_supported,reappeared_supported,14,14,4,0,unique_frames_consecutive_support_and_all_structure_gates_pass
TRANS_D1_R1_000387_RT_D1_R1_0007_013,387,RT_D1_R1_0007,reappearance_candidate,temporarily_missing,reappeared_supported,13,13,0,1,track_missing_or_terminated
TRANS_D1_R1_000387_RT_D1_R1_0012_026,387,RT_D1_R1_0012,reappeared_supported,same_motion_supported,same_motion_supported,26,26,4,0,unique_frames_consecutive_support_and_all_structure_gates_pass
TRANS_D1_R1_000388_RT_D1_R1_0016_006,388,RT_D1_R1_0016,temporarily_missing,reappearance_candidate,reappearance_provisionally_supported,6,6,1,0,first_hit_after_missing_gap=4;not_auto_supported
TRANS_D1_R1_000388_RT_D1_R1_0018_007,388,RT_D1_R1_0018,same_motion_supported,temporarily_missing,same_motion_supported,7,7,0,1,track_missing_or_terminated
TRANS_D1_R1_000389_RT_D1_R1_0002_020,389,RT_D1_R1_0002,same_motion_supported,temporarily_missing,reappeared_supported,20,20,0,1,track_missing_or_terminated
TRANS_D1_R1_000389_RT_D1_R1_0016_006,389,RT_D1_R1_0016,reappearance_candidate,temporarily_missing,reappearance_provisionally_supported,6,6,0,1,track_missing_or_terminated
TRANS_D1_R1_000389_RT_D1_R1_0018_008,389,RT_D1_R1_0018,temporarily_missing,reappearance_candidate,same_motion_supported,8,8,1,0,first_hit_after_missing_gap=1;not_auto_supported
TRANS_D1_R1_000390_RT_D1_R1_0002_021,390,RT_D1_R1_0002,temporarily_missing,reappearance_candidate,reappeared_supported,21,21,1,0,first_hit_after_missing_gap=1;not_auto_supported
TRANS_D1_R1_000390_RT_D1_R1_0007_014,390,RT_D1_R1_0007,temporarily_missing,reappearance_candidate,reappeared_supported,14,14,1,0,first_hit_after_missing_gap=3;not_auto_supported
TRANS_D1_R1_000390_RT_D1_R1_0018_009,390,RT_D1_R1_0018,reappearance_candidate,reappearance_provisionally_supported,same_motion_supported,9,9,2,0,provisional_reappearance_after_later_support
TRANS_D1_R1_000391_RT_D1_R1_0002_022,391,RT_D1_R1_0002,reappearance_candidate,reappearance_provisionally_supported,reappeared_supported,22,22,2,0,provisional_reappearance_after_later_support
TRANS_D1_R1_000391_RT_D1_R1_0007_014,391,RT_D1_R1_0007,reappearance_candidate,temporarily_missing,reappeared_supported,14,14,0,1,track_missing_or_terminated
TRANS_D1_R1_000391_RT_D1_R1_0014_014,391,RT_D1_R1_0014,temporarily_missing,reappearance_candidate,same_motion_supported,14,14,1,0,first_hit_after_missing_gap=6;not_auto_supported
TRANS_D1_R1_000391_RT_D1_R1_0016_007,391,RT_D1_R1_0016,temporarily_missing,reappearance_candidate,reappearance_provisionally_supported,7,7,1,0,first_hit_after_missing_gap=2;not_auto_supported
TRANS_D1_R1_000391_RT_D1_R1_0018_010,391,RT_D1_R1_0018,reappearance_provisionally_supported,reappeared_supported,same_motion_supported,10,10,3,0,confirmed_reappearance_after_consecutive_support
TRANS_D1_R1_000392_RT_D1_R1_0002_023,392,RT_D1_R1_0002,reappearance_provisionally_supported,reappeared_supported,reappeared_supported,23,23,3,0,confirmed_reappearance_after_consecutive_support
TRANS_D1_R1_000392_RT_D1_R1_0014_015,392,RT_D1_R1_0014,reappearance_candidate,reappearance_provisionally_supported,same_motion_supported,15,15,2,0,provisional_reappearance_after_later_support
TRANS_D1_R1_000392_RT_D1_R1_0016_008,392,RT_D1_R1_0016,reappearance_candidate,reappearance_provisionally_supported,reappearance_provisionally_supported,8,8,2,0,provisional_reappearance_after_later_support
TRANS_D1_R1_000392_RT_D1_R1_0018_010,392,RT_D1_R1_0018,reappeared_supported,temporarily_missing,same_motion_supported,10,10,0,1,track_missing_or_terminated
TRANS_D1_R1_000393_RT_D1_R1_0002_024,393,RT_D1_R1_0002,reappeared_supported,same_motion_supported,reappeared_supported,24,24,4,0,unique_frames_consecutive_support_and_all_structure_gates_pass
TRANS_D1_R1_000393_RT_D1_R1_0014_015,393,RT_D1_R1_0014,reappearance_provisionally_supported,temporarily_missing,same_motion_supported,15,15,0,1,track_missing_or_terminated
TRANS_D1_R1_000393_RT_D1_R1_0016_009,393,RT_D1_R1_0016,reappearance_provisionally_supported,reappeared_supported,reappeared_supported,9,9,3,0,confirmed_reappearance_after_consecutive_support
TRANS_D1_R1_000394_RT_D1_R1_0016_010,394,RT_D1_R1_0016,reappeared_supported,same_motion_supported,reappeared_supported,10,10,4,0,unique_frames_consecutive_support_and_all_structure_gates_pass
