change_id,scene_id,old_thread_id,old_fragment_ids,new_thread_ids,change_type,visual_evidence_frames,visual_evidence_paths,reason,rule_triggered,confidence,auto_applied,needs_user_spotcheck,note
WGV14CHG028,GM_RM011,,GM_RM011_WGV12TF018;GM_RM011_WGV12TF019,,same_vehicle_edge_upgraded,270;279,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000269_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000270_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000271_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000272_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000273_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000274_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000275_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/edge_review_frames/GM_RM011_WGV12M015/GM_RM011_WGV12M015_000276_diagnostic_yolo26l.png,M015 keeps the same white car through 269-288; later left SUV is only a competitor.,B;F;G,high,yes,no,edge_id=GM_RM011_WGV12M015; final_status=accepted
WGV14CHG029,GM_RM017,,GM_RM017_WGV12TF001;GM_RM017_WGV12TF002,,same_vehicle_edge_downgraded,144;145,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000118_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000119_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000120_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000121_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000122_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000123_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000124_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M001/GM_RM017_WGV12M001_000125_diagnostic_yolo26l.png,M001 follows a far/partly occluded white box truck; keep weak.,B,medium,yes,yes,edge_id=GM_RM017_WGV12M001; final_status=weak
WGV14CHG030,GM_RM017,,GM_RM017_WGV12TF005;GM_RM017_WGV12TF006,,same_vehicle_edge_downgraded,158;164,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000159_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000160_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000161_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000162_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000163_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/edge_review_frames/GM_RM017_WGV12M005/GM_RM017_WGV12M005_000165_diagnostic_yolo26l.png,M005 is the same white SUV but with strong black-car/box-truck competition.,F;G,medium,yes,yes,edge_id=GM_RM017_WGV12M005; final_status=weak
WGV14CHG031,GM_RM017,,GM_RM017_WGV12TF011;GM_RM017_WGV12TF012,,same_vehicle_edge_upgraded,213;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000200_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000201_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000202_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000203_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000204_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000205_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000206_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/edge_review_frames/GM_RM017_WGV12M010/GM_RM017_WGV12M010_000207_diagnostic_yolo26l.png,M010 is the same black sedan over frames 200-214.,A,high,yes,no,edge_id=GM_RM017_WGV12M010; final_status=accepted
WGV14CHG032,GM_RM017,,GM_RM017_WGV12TF002;GM_RM017_WGV12TF004,,fragment_merge,118;145;148;156;157,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000145_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000148_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png,White box truck reappears after intervening black-sedan selection.,A;B;G,medium,yes,yes,edge_id=GM_RM017_WGV14V001; final_status=weak
WGV14CHG033,GM_RM017,,GM_RM017_WGV12TF003;GM_RM017_WGV12TF007,,fragment_merge,149;155;169;173,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png,Black sedan remains visible through the white-SUV interleave.,A;G,medium,yes,yes,edge_id=GM_RM017_WGV14V002; final_status=weak
WGV14CHG034,GM_RM017,,GM_RM017_WGV12TF007;GM_RM017_WGV12TF009,,fragment_merge,169;173;176;181,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png,Black sedan continues from 173 to 176-181 after a brief white-SUV selection.,A;G,medium_high,yes,yes,edge_id=GM_RM017_WGV14V003; final_status=accepted
WGV14CHG035,GM_RM017,,GM_RM017_WGV12TF009;GM_RM017_WGV12TF011,,fragment_merge,176;181;200;214,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/22_GM_RM017_GM_RM017_WGV13T009_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T009_GM_RM017_WGV12TF011_000200_diagnostic_yolo26l.png,"Black sedan at right edge plausibly continues into 200-214, but the gap is long.",A;F,medium,yes,yes,edge_id=GM_RM017_WGV14V004; final_status=weak
WGV14CHG036,GM_RM017,,GM_RM017_WGV12TF006;GM_RM017_WGV12TF008,,fragment_merge,164;168;174;175,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png,White SUV continues through frames 168 to 174-175 with black-car competition.,F;G,medium,yes,yes,edge_id=GM_RM017_WGV14V005; final_status=weak
WGV14CHG037,GM_RM017,,GM_RM017_WGV12TF008;GM_RM017_WGV12TF010,,fragment_merge,174;175;182;185,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000185_diagnostic_yolo26l.png,White SUV continues from 174-175 to 182-185 after interleaved black-car frames.,F;G,medium,yes,yes,edge_id=GM_RM017_WGV14V006; final_status=weak
WGV14CHG038,GM_RM011,GM_RM011_WGV13T001;GM_RM011_WGV13T002->GM_RM011_WGV13T003,,GM_RM011_WGV14T001->GM_RM011_WGV14T002,temporal_context_edge_added,18;24;25;31;32;35,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000018_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000024_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000025_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000031_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000032_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000035_diagnostic_yolo26l.png,White-car replacement; right near-field car is not the front-facing white car.,D;F,high,yes,no,context_edge_id=GM_RM011_WGV14C001; type=same_frame_competition
WGV14CHG039,GM_RM011,GM_RM011_WGV13T006;GM_RM011_WGV13T007;GM_RM011_WGV13T008;GM_RM011_WGV13T009;GM_RM011_WGV13T010;GM_RM011_WGV13T011;GM_RM011_WGV13T012->GM_RM011_WGV13T013,,GM_RM011_WGV14T005->GM_RM011_WGV14T006,temporal_context_edge_added,286;287;288;289;290;292,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000286_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000287_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000288_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000289_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000290_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000292_diagnostic_yolo26l.png,Left white SUV competitor appears at 286-288 and becomes selected at 289.,D;F;G,high,yes,no,context_edge_id=GM_RM011_WGV14C002; type=same_frame_competition
WGV14CHG040,GM_RM017,GM_RM017_WGV13T001;GM_RM017_WGV13T003->GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009,,GM_RM017_WGV14T001->GM_RM017_WGV14T002,temporal_context_edge_added,145;148;149;155,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000145_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000148_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png,"White box truck to black sedan, not same vehicle.",D;G,high,yes,no,context_edge_id=GM_RM017_WGV14C001; type=different_vehicle_context
WGV14CHG041,GM_RM017,GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009->GM_RM017_WGV13T001;GM_RM017_WGV13T003,,GM_RM017_WGV14T002->GM_RM017_WGV14T001,temporal_context_edge_added,149;155;156;157,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png,"Black sedan to white box truck, with the black sedan still a separate context vehicle.",D;G,high,yes,no,context_edge_id=GM_RM017_WGV14C002; type=different_vehicle_context
WGV14CHG042,GM_RM017,GM_RM017_WGV13T001;GM_RM017_WGV13T003->GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008,,GM_RM017_WGV14T001->GM_RM017_WGV14T003,temporal_context_edge_added,156;157;158;164,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png,White box truck to white SUV; same color family is not identity evidence.,D;F,high,yes,no,context_edge_id=GM_RM017_WGV14C003; type=different_vehicle_context
WGV14CHG043,GM_RM017,GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008->GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009,,GM_RM017_WGV14T003->GM_RM017_WGV14T002,temporal_context_edge_added,164;168;169;173,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png,White SUV and black sedan compete in the same frames.,D;G,high,yes,no,context_edge_id=GM_RM017_WGV14C004; type=same_frame_competition
WGV14CHG044,GM_RM017,GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009->GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008,,GM_RM017_WGV14T002->GM_RM017_WGV14T003,temporal_context_edge_added,169;173;174;175,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png,"Black sedan to white SUV is interleaved context, not same vehicle.",D;G,high,yes,no,context_edge_id=GM_RM017_WGV14C005; type=same_frame_competition
WGV14CHG045,GM_RM017,GM_RM017_WGV13T004;GM_RM017_WGV13T006;GM_RM017_WGV13T008->GM_RM017_WGV13T002;GM_RM017_WGV13T005;GM_RM017_WGV13T007;GM_RM017_WGV13T009,,GM_RM017_WGV14T003->GM_RM017_WGV14T002,temporal_context_edge_added,174;175;176;181,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png,White SUV to black sedan is interleaved context.,D;G,high,yes,no,context_edge_id=GM_RM017_WGV14C006; type=same_frame_competition
