item_id,scene_id,item_type,source_edge_id,from_thread_or_family,to_thread_or_family,from_frame_end,to_frame_start,wgv1_4_edge_kind,wgv1_4_status,stress_verdict,optical_use_decision,sar_consumption_status,sar_ready,final_box_generated,gt_box_generated,revised_annotation_generated,selector_or_ranking_generated,visual_scope_checked,visual_evidence_frames,visual_evidence_paths,stress_test_observation,conservative_action
GM_RM017_WGV14V005,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V005,GM_RM017_WGV12TF006,GM_RM017_WGV12TF008,,,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",164;168;174;175,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png,Weak GM_RM017 edge rechecked separately; visual evidence is usable as context/search hint only and is not strong enough for upgrade.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM017_WGV14V006,GM_RM017,same_vehicle_or_context_edge,GM_RM017_WGV14V006,GM_RM017_WGV12TF008,GM_RM017_WGV12TF010,,,same_vehicle,weak,weak_but_usable,optical_search_hint_only,blocked_for_sar_consumption,no / blocked,no,no,no,no,"start/end frames, merge-neighborhood frames, and edge/context PNGs where available",174;175;182;185,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000185_diagnostic_yolo26l.png,Weak GM_RM017 edge rechecked separately; visual evidence is usable as context/search hint only and is not strong enough for upgrade.,preserve WGV1.4 decision; no SAR-ready artifact generated
GM_RM011_WGV14C001,GM_RM011,temporal_context_edge,GM_RM011_WGV12M005,GM_RM011_WGV14T001,GM_RM011_WGV14T002,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,18;24;25;31;32;35,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000018_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000024_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/02_GM_RM011_GM_RM011_WGV13T002_primary_box_review/frames_yolo/GM_RM011_WGV13T002_GM_RM011_WGV12TF005_000025_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000031_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000032_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/03_GM_RM011_GM_RM011_WGV13T003_standalone_split/frames_yolo/GM_RM011_WGV13T003_GM_RM011_WGV12TF006_000035_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM011_WGV14C002,GM_RM011,temporal_context_edge,GM_RM011_WGV12M016,GM_RM011_WGV14T005,GM_RM011_WGV14T006,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,286;287;288;289;290;292,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000286_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000287_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/12_GM_RM011_GM_RM011_WGV13T012_same_vehicle_candidate/frames_yolo/GM_RM011_WGV13T012_GM_RM011_WGV12TF019_000288_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000289_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000290_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/13_GM_RM011_GM_RM011_WGV13T013_standalone_split/frames_yolo/GM_RM011_WGV13T013_GM_RM011_WGV12TF020_000292_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C001,GM_RM017,temporal_context_edge,GM_RM017_WGV12M002,GM_RM017_WGV14T001,GM_RM017_WGV14T002,,,different_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,145;148;149;155,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000145_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/14_GM_RM017_GM_RM017_WGV13T001_same_vehicle_candidate/frames_yolo/GM_RM017_WGV13T001_GM_RM017_WGV12TF002_000148_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C002,GM_RM017,temporal_context_edge,GM_RM017_WGV12M003,GM_RM017_WGV14T002,GM_RM017_WGV14T001,,,different_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,149;155;156;157,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000149_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/15_GM_RM017_GM_RM017_WGV13T002_standalone_split/frames_yolo/GM_RM017_WGV13T002_GM_RM017_WGV12TF003_000155_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C003,GM_RM017,temporal_context_edge,GM_RM017_WGV12M004,GM_RM017_WGV14T001,GM_RM017_WGV14T003,,,different_vehicle_context,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,156;157;158;164,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000156_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/16_GM_RM017_GM_RM017_WGV13T003_standalone_split/frames_yolo/GM_RM017_WGV13T003_GM_RM017_WGV12TF004_000157_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF005_000158_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C004,GM_RM017,temporal_context_edge,GM_RM017_WGV12M006,GM_RM017_WGV14T003,GM_RM017_WGV14T002,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,164;168;169;173,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000164_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/17_GM_RM017_GM_RM017_WGV13T004_primary_box_review/frames_yolo/GM_RM017_WGV13T004_GM_RM017_WGV12TF006_000168_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C005,GM_RM017,temporal_context_edge,GM_RM017_WGV12M007,GM_RM017_WGV14T002,GM_RM017_WGV14T003,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,169;173;174;175,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000169_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/18_GM_RM017_GM_RM017_WGV13T005_standalone_split/frames_yolo/GM_RM017_WGV13T005_GM_RM017_WGV12TF007_000173_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C006,GM_RM017,temporal_context_edge,GM_RM017_WGV12M008,GM_RM017_WGV14T003,GM_RM017_WGV14T002,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,174;175;176;181,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000174_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/19_GM_RM017_GM_RM017_WGV13T006_standalone_split/frames_yolo/GM_RM017_WGV13T006_GM_RM017_WGV12TF008_000175_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
GM_RM017_WGV14C007,GM_RM017,temporal_context_edge,GM_RM017_WGV12M009,GM_RM017_WGV14T002,GM_RM017_WGV14T003,,,same_frame_competition,context_only,boundary_preserved,blocked_for_sar_consumption,blocked_for_sar_consumption,no / blocked,no,no,no,no,before/after frames and same-frame competition/context frames,176;181;182;185,outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000176_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/20_GM_RM017_GM_RM017_WGV13T007_standalone_split/frames_yolo/GM_RM017_WGV13T007_GM_RM017_WGV12TF009_000181_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000182_diagnostic_yolo26l.png;outputs/oty2/y26l_wgv1_3_vehicle_thread_review_20260708/21_GM_RM017_GM_RM017_WGV13T008_standalone_split/frames_yolo/GM_RM017_WGV13T008_GM_RM017_WGV12TF010_000185_diagnostic_yolo26l.png,Temporal context edge rechecked as context-only; it must not be treated as same-vehicle identity evidence.,preserve context_only; block SAR consumption
